YPH,Tmin,Tmax,RH830,RH1430,RF,Rday,S,Sday,W,S830,S1430,Sm,ETo,clud,Kc,erf,Tphoto,Tnicto
613.18,16.26666667,24.63333333,95.66666667,84.66666667,1008.6,62,6.194871067,50,2.21326125,14.91196296,15.00772222,0.833235093,86.76917681,2.814621552,99.78455333,806.88,22.54166667,18.35833333
700.94,14.73333333,25.46666667,92.33333333,76.66666667,339.6,39,8.475808529,75,1.9604025,13.31907407,13.43001852,0.891031667,94.0757706,1.989761761,108.1871362,271.68,22.78333333,17.41666667
619.14,10.46666667,27.83333333,64.33333333,76.26666667,0,0,9.641388892,90,1.57744125,12.28988889,12.38840741,0.796044074,122.0298595,0.740322447,140.3343385,0,23.49166667,14.80833333
548.18,15.46666667,28.1,65.3,91.4,302,34,8.586974671,76,1.81459875,12.15694074,12.3065,0.711162037,135.209606,1.58231132,155.4910469,241.6,24.94166667,18.625
653.99,15.03333333,23.23333333,86,95.1,1474.8,69,4.620980416,32,2.309595,12.54029259,12.69753704,0.8537375,99.68214587,2.909457951,114.6344678,1179.84,21.18333333,17.08333333
724.14,14.56666667,26.5,76.23333333,92.13333333,320.7,34,8.535815358,76,1.94963625,12.05946296,12.21184259,0.893540278,99.80726746,1.526912204,114.7783576,256.56,23.51666667,17.55
700.75,10.36666667,28.1,81.13333333,71.26666667,58,3,9.44310956,86,1.7210475,11.91107778,12.05288889,0.816782315,118.8277707,0.725701309,136.6519363,46.4,23.66666667,14.8
715.51,15.53333333,28.13333333,90,61.66666667,172.7,24,9.026643077,82,1.73371875,12.08578148,12.15909259,0.745767778,123.2889616,1.331693543,141.7823059,138.16,24.98333333,18.68333333
694.03,16.06666667,23.8,96,88.33333333,1889,73,3.20294365,22,2.4234525,13.69533333,13.78790741,0.832083241,85.76120089,3.084496067,98.62538102,1511.2,21.86666667,18
657.24,15.2,24.76666667,93,82,620.8,46,7.519702529,64,2.08065375,10.83211111,10.95153704,0.921418148,82.72868344,2.474301777,95.13798595,496.64,22.375,17.59166667
647.88,9.833333333,27.73333333,82.9,46.26666667,0,14.54,9.645055558,90,1.44889875,12.11189259,12.19881481,0.804277593,109.251037,0.768963879,125.6386925,0,23.25833333,14.30833333
667.57,16.26666667,29.23333333,90.26666667,70.3,450.6,20.29,8.07143774,71,1.88574375,11.69379259,11.73901852,0.687228333,128.4095369,1.362223566,147.6709674,360.48,25.99166667,19.50833333
720.54,15.9,24.1,96.56666667,89.33333333,1321.7,7.7,5.1335031,38,2.33469375,13.35457778,13.45837963,0.864373426,87.19209718,2.908285541,100.2709118,1057.36,22.05,17.95
712.25,15.93333333,25.73333333,94.8,53.03333333,501.2,12.5,7.918349794,69,1.7524125,12.71578148,12.82565741,0.898588889,75.88627544,2.380437081,87.26921675,400.96,23.28333333,18.38333333
681.52,9.7,28.26666667,89.13333333,46.5,0,8.25,9.643055558,90,1.52160375,12.59056296,12.62066667,0.711338519,112.7439027,0.703373099,129.6554881,0,23.625,14.34166667
664.23,15.23333333,31.26666667,87.66666667,60.8,116,13,9.205496895,85,1.68676875,11.88535556,11.91269444,0.677944259,141.4331516,0.811807486,162.6481243,92.8,27.25833333,19.24166667
656.08,16.1,23.56666667,96.7,84.53333333,1949.6,67,2.997646624,15,2.3999625,13.3483037,13.43123148,0.806022407,76.3582016,3.246681696,87.81193184,1559.68,21.7,17.96666667
641.2,14.4,23.93333333,93.96666667,83.9,619.8,41,7.531273437,65,2.1129,10.46409259,10.58076852,0.918663148,79.58493084,2.662939903,91.52267047,495.84,21.55,16.78333333
662.64,10.73333333,27.26666667,88.73333333,63.3,56.6,8,9.450208831,87,1.7167125,11.63044444,11.73130556,0.847866481,104.8673415,0.929635528,120.5974428,45.28,23.13333333,14.86666667
746.84,15.36666667,29.4,90.33333333,70,140,16,9.132461769,84,1.82496375,11.80470741,11.87263889,0.75758037,125.2962357,1.162363534,144.090671,112,25.89166667,18.875
750.97,15.6,23.43333333,97.66666667,89.66666667,1427.2,75,4.779188971,33,2.37070875,13.58203704,13.68490741,0.86569537,80.06796997,3.129810757,92.07816546,1141.76,21.475,17.55833333
731.76,14,26.33333333,93,76.33333333,545.8,27,7.773187297,67,2.0028,11.79344444,11.9115,0.917821481,93.39120491,1.487400187,107.3998856,436.64,23.25,17.08333333
643.88,10.45333333,28.06666667,88.66666667,53.66666667,3.6,1,9.628033623,88,1.5975915,11.58037037,11.66164815,0.805310926,113.6240195,0.764344758,130.6676224,2.88,23.66333333,14.85666667
613.39,15.76666667,30.26666667,91,62.33333333,185.8,16,8.970214182,81,1.75465875,11.99551852,12.04309259,0.721251296,129.1036687,1.077247533,148.469219,148.64,26.64166667,19.39166667
715.22,15.8,23.9,96.33333333,86.66666667,1895.2,63,4.733659793,40,2.40963375,13.45059259,13.5377037,0.830874259,85.81734622,2.962110445,98.68994815,1516.16,21.875,17.825
750.14,15.16666667,25.43333333,93.33333333,79,718.4,34,7.184281906,61,2.0688825,10.7177037,10.83401852,0.912082778,86.31501803,2.139883637,99.26227074,574.72,22.86666667,17.73333333
773.12,12.03333333,27.4,90.33333333,67.33333333,35.8,3,9.513850385,86,1.77602625,12.69096296,12.78774074,0.843392222,100.2051431,1.0425897,115.2359146,28.64,23.55833333,15.875
791.33,16.56666667,30.8,90.66666667,64,186,18,8.962866667,81,1.76954625,13.12396296,13.19174074,0.767517407,135.3765125,1.132223311,155.6829893,148.8,27.24166667,20.125
784.19,15.86666667,23.96666667,98.33333333,89,1377,70,4.946081887,35,2.36120625,14.64696296,14.73825926,0.843561296,76.01667211,2.873466073,87.41917293,1101.6,21.94166667,17.89166667
708.63,15.8,24.86666667,94.33333333,83,518,44,7.866158539,69,2.08755,12.2632963,12.38359259,0.930807222,76.24910915,2.575556529,87.68647552,414.4,22.6,18.06666667
698.43,10.63,26.93,86.3,57.11,54,6,9.461259859,88,1.619262,12.99810741,13.09524722,0.838171667,103.7178798,0.893041042,119.2755618,43.2,22.855,14.705
743.63,16.01333333,30.09666667,89.95333333,60.75666667,154.2,14,9.077404876,83,1.719212625,12.37474222,12.42567037,0.711916852,134.6750666,1.035936393,154.8763266,123.36,26.57583333,19.53416667
728.46,15.49666667,23.19666667,98.95666667,91.52,1715.4,81,3.799786614,23,2.460147,12.88407963,12.97478611,0.841112778,72.8863944,3.158748943,83.81935356,1372.32,21.27166667,17.42166667
695.08,14.71666667,25.45,93.80333333,81.94666667,436,41,8.14780633,72,2.05441875,11.70917889,11.83195556,0.935180926,85.28313448,2.033761837,98.07560465,348.8,22.76666667,17.4
615.22,10.03333333,27.84333333,90.2,58.96666667,2.2,0,9.636016227,87,1.674276375,12.15889481,12.25454259,0.838501667,109.1036868,0.766741936,125.4692398,1.76,23.39083333,14.48583333
670.37,16,30.5,91.66666667,64,138.4,16,9.129241889,84,1.77196875,11.98276593,12.03597407,0.742157037,133.7246503,1.077746433,153.7833479,110.72,26.875,19.625
766.74,15.6,24.33333333,96.66666667,86.66666667,851.2,59,6.735531988,55,2.2176075,14.80911111,14.8992037,0.839183704,79.77934711,2.710228191,91.74624918,680.96,22.15,17.78333333
732.92,14.23333333,26.3,92,73.66666667,672,25,7.342572038,63,1.98519,12.41059259,12.523,0.898711481,96.57024125,1.607087605,111.0557774,537.6,23.28333333,17.25
685.71,11.20666667,28.24,85.99,53.12333333,6.1,1,9.614889686,89,1.561731,11.85146556,11.92620093,0.783717222,111.2122778,0.803011378,127.8941195,4.88,23.98166667,15.465
629.71,16.79,30.51333333,89.16666667,60.4,118.3,17,9.193650473,84,1.699484625,12.9425737,12.99238796,0.707607778,132.1936192,1.181034588,152.0226621,94.64,27.0825,20.22083333
692.88,15.68666667,22.07666667,97.17666667,93.77666667,1997.4,77,2.844440554,15,2.518489125,13.65113259,13.74353333,0.838905,69.47695687,3.716022965,79.8985004,1597.92,20.47916667,17.28416667
712.07,15.27666667,25.24333333,92.51,76.60666667,622,33,7.512850772,65,2.014629,10.75746444,10.88189815,0.928465,83.83830309,2.264088897,96.41404855,497.6,22.75166667,17.76833333
615.98,10.48,27.34666667,86.21333333,52.52,23.6,1,9.563415462,91,1.5609195,12.18452704,12.26249815,0.787212222,105.7529369,0.767320171,121.6158774,18.88,23.13,14.69666667
625.89,16.1,29.96666667,87.73333333,58.46666667,186.4,15,8.968004971,83,1.6745175,12.47362667,12.51815926,0.695152593,130.1214226,1.196565134,149.639636,149.12,26.5,19.56666667
724.07,16.4,24.66666667,93.9,85.66666667,1427.2,58,4.769022305,34,2.283105,14.66458519,14.74864815,0.803943519,88.6987287,2.784838523,102.003538,1141.76,22.6,18.46666667
659.04,15.4,26.1,91.03333333,81.76666667,638.4,35,7.452121214,64,2.05903125,11.83169259,11.94698148,0.894339074,89.07195292,1.744067086,102.4327459,510.72,23.425,18.075
646.39,11.4,27.76666667,87.6,63.73333333,68.6,4,9.403524602,86,1.71095625,12.92826667,13.03926852,0.852718333,102.4288122,0.812513912,117.793134,54.88,23.675,15.49166667
710.53,16.7,28.46666667,89.33333333,67,329.6,26,8.48501761,76,1.81546875,12.69535926,12.75777778,0.741805741,124.8429535,1.628705143,143.5693966,263.68,25.525,19.64166667
771.79,16.33333333,25.36666667,94.66666667,84,1135,61,5.76057496,45,2.21812125,14.20311111,14.29781481,0.835804074,89.77105323,2.417113828,103.2367112,908,23.10833333,18.59166667
774.17,16.03333333,25.56666667,94,77.33333333,505.8,33,7.903023617,69,2.0176575,13.64140741,13.75098148,0.88547463,83.87369122,2.192496062,96.4547449,404.64,23.18333333,18.41666667
